Ministério do Desenvolvimento Regional
Secretaria Nacional de Proteção e Defesa Civil 
Relatório Gerencial - Danos Informados
Data Inicial: 01/01/2021 Data Final: 01/01/2022 UF: BA
UF;Município;Registro;Protocolo;COBRADE;Status;População;DH_Mortos;DH_Feridos;DH_Enfermos;DH_Desabrigados;DH_Desalojados;DH_Desaparecidos;DH_Outros Afetados;DM_Unidades Habitacionais Danificadas;DM_Unidades Habitacionais Destruídas;DM_Unidades Habitacionais Valor;DM_Instalações públicas de saúde Danificadas;DM_Instalações públicas de saúde Destruídas;DM_Instalações públicas de saúde Valor;DM_Instalações públicas de ensino Danificadas;DM_Instalações públicas de ensino Destruídas;DM_Instalações públicas de ensino Valor;DM_Instalações públicas prestadoras de outros serviços Danificadas;DM_Instalações públicas prestadoras de outros serviços Destruídas;DM_Instalações públicas prestadoras de outros serviços Valor;DM_Instalações públicas de uso comunitário Danificadas;DM_Instalações públicas de uso comunitário Destruídas;DM_Instalações públicas de uso comunitário Valor;DM_Obras de infraestrutura pública Danificadas;DM_Obras de infraestrutura pública Destruídas;DM_Obras de infraestrutura pública Valor;DA_Poluição ou contaminação da água;DA_Poluição ou contaminação do ar;DA_Poluição ou contaminação do solo;DA_Diminuição ou exaurimento hídrico;DA_Incêndios em parques, APA's ou APP's;PEPL_Assistência médica, saúde pública e atendimento de emergências médicas (R$);PEPL_Abastecimento de água potável (R$);PEPL_Esgoto de águas pluviais e sistema de esgotos sanitários (R$);PEPL_Sistema de limpeza urbana e de recolhimento e destinação do lixo (R$);PEPL_Sistema de desinfestação/desinfecção do habitat/controle de pragas e vetores (R$);PEPL_Geração e distribuição de energia elétrica (R$);PEPL_Telecomunicações (R$);PEPL_Transportes locais, regionais e de longo curso (R$);PEPL_Distribuição de combustíveis, especialmente os de uso doméstico (R$);PEPL_Segurança pública (R$);PEPL_Ensino (R$);PEPR_Agricultura (R$);PEPR_Pecuária (R$);PEPR_Indústria (R$);PEPR_Comércio (R$);PEPR_Serviços (R$)
BA;Itarantim;25/12/2021;BA-F-2916807-12300-20211225;12300 - Alagamentos;Registro;18548;0;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;MAIS DE 20%;;MAIS DE 20%;null;null;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Itagimirim;24/12/2021;BA-F-2915304-12300-20211224;12300 - Alagamentos;Registro;7110;0;0;0;34;1300;0;800;12;0;450000.0;1;0;460000.0;0;0;0.0;0;0;0.0;0;0;0.0;2;0;750000.0;;;;;;25000.0;80000.0;30000.0;60000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Baianópolis;31/01/2022;BA-F-2902500-12300-20211222;12300 - Alagamentos;Não reconhecido;13863;0;0;0;9;27;0;0;11;2;60000.0;0;0;0.0;1;0;10000.0;1;0;10000.0;0;0;0.0;0;0;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Ibititá;28/01/2022;BA-F-2913101-12300-20211219;12300 - Alagamentos;Não reconhecido;17832;0;0;0;23;19;0;0;19;23;1689143.31;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;;;;;;30000.0;0.0;0.0;80000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Uruçuca;17/12/2021;BA-F-2932705-12300-20211210;12300 - Alagamentos;Reconhecido;19840;0;0;0;63;146;1;1080;92;31;4920000.0;0;0;0.0;0;0;0.0;0;0;0.0;2;0;190000.0;1;0;120000.0;;;;;;0.0;2100.0;3700.0;11000.0;7000.0;8000.0;0.0;0.0;0.0;1300.0;10000.0;30000.0;0.0;0.0;100000.0;70000.0
BA;Nova Viçosa;12/12/2021;BA-F-2923001-12300-20211209;12300 - Alagamentos;Reconhecido;38537;0;1;0;13;2540;0;946;0;2;120000.0;1;0;200000.0;0;0;0.0;0;0;0.0;0;0;0.0;30;0;3002441.99;DE 5% A 10%;;DE 5% A 10%;;;0.0;12000.0;70000.0;40000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Mascote;08/12/2021;BA-F-2920908-12300-20211204;12300 - Alagamentos;Reconhecido;14640;0;0;0;13;449;0;0;10;0;120000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;10;2;700000.0;;;;;;93500.0;1750.0;0.0;4700.0;0.0;0.0;0.0;5117.0;0.0;0.0;0.0;5000.0;4500.0;0.0;9500.0;0.0
BA;Iaçu;02/12/2021;BA-F-2911907-12300-20211130;12300 - Alagamentos;Reconhecido;25735;0;0;0;28;0;0;1200;12;5;630000.0;0;0;0.0;0;0;0.0;0;0;0.0;1;0;69000.0;0;0;0.0;;;;;;0.0;0.0;149336.5;0.0;0.0;0.0;0.0;3420.0;0.0;48656.0;0.0;0.0;0.0;0.0;0.0;630000.0
BA;Santanópolis;23/12/2021;BA-F-2928307-12300-20211129;12300 - Alagamentos;Não reconhecido;8781;0;0;0;0;1;0;8;1;8;100000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;DE 5% A 10%;DE 0% A 5%;DE 0% A 5%;;;0.0;10000.0;8000.0;18000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BA;Itacaré;29/11/2021;BA-F-2914901-12300-20211127;12300 - Alagamentos;Registro;24340;0;4;90;0;280;0;985;187;0;2805000.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;1;0;188000.0;;;;DE 5% A 10%;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
